Title,Genre,Director
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Comedy,Craig Moss
Never Back Down 2: The Beatdown,Drama Action,Michael Jai White
Point Blank,Action Crime Drama Thriller,John Boorman
Four Single Fathers,Drama Comedy,Paolo Monico
Enter the Dangerous Mind,Thriller,Youssef Delara
Something Wicked,Mystery Thriller,Darin Scott
AWOL-72,Thriller,Christian Sesma
Iguana,,Monte Hellman
Chicago Overcoat,Action Crime Thriller,Brian Caunter
Barry Munday,Comedy Drama Romance,Chris D'Arienzo
Central do Brasil,Drama,Walter Salles
Pocketful of Miracles,Comedy Drama,Frank Capra
Close Range,Crime Action,Isaac Florentine
Boynton Beach Club,Comedy Drama Romance,
Amnesiac,Thriller Mystery Drama Horror,Michael Polish
Freakonomics,Documentary,Heidi Ewing
Haute tension,Horror Thriller Mystery,Alexandre Aja
Griff the Invisible,Romance Comedy Drama,Leon Ford
Unnatural,Thriller Action Horror,Hank Braxtan
Hustle & Flow,Drama,Craig Brewer
Some Like It Hot,Comedy Romance,Billy Wilder
Friday the 13th Part VII: The New Blood,Horror Thriller,John Carl Buechler
The Wizard of Oz,Adventure Family Fantasy,Victor Fleming
Young Frankenstein,Comedy Science Fiction,Mel Brooks
Diary of the Dead,Horror Action Science Fiction,George A. Romero
Lage Raho Munna Bhai,Comedy Drama Romance,Rajkumar Hirani
Ulee's Gold,Drama,Victor Nunez
The Black Stallion,Adventure Family,Carroll Ballard
Sardaarji,,Rohit Jugraj
Rejsen til Saturn,Action Adventure Animation Comedy Science Fiction,Kresten Vestbjerg Andersen
Donovan's Reef,Adventure Comedy Romance,John Ford
De jurk,Comedy Drama,Alex van Warmerdam
A Guy Named Joe,Drama Romance War,Victor Fleming
Blazing Saddles,Western Comedy,Mel Brooks
Friday the 13th: The Final Chapter,Horror Thriller,Joseph Zito
Ida,Drama,Pawe\u0142 Pawlikowski
Maurice,Drama Romance,James Ivory
Beer League,Comedy,Frank Sebastiano
Riding Giants,Documentary,Stacy Peralta
Los cronocrímenes,Science Fiction Thriller,Nacho Vigalondo
疯狂的赛车,Action Adventure Comedy Drama Foreign,Ning Hao
Timber Falls,Horror Thriller,Tony Giglio
Singin' in the Rain,Comedy Music Romance,Stanley Donen
"Fat, Sick & Nearly Dead",Documentary,Joe Cross
A Haunted House,Comedy Horror,Michael Tiddes
2016: Obama's America,Documentary,John Sullivan
That Thing You Do!,Comedy Drama,Tom Hanks
Halloween III: Season of the Witch,Horror Mystery Science Fiction,Tommy Lee Wallace
Escape from the Planet of the Apes,Action Science Fiction,Don Taylor
Hud,Action Drama Western,Martin Ritt
Kevin Hart: Let Me Explain,Comedy Documentary,Leslie Small
My Own Private Idaho,Drama Romance,Gus Van Sant
Garden State,Comedy Drama Romance,Zach Braff
Before Sunrise,Drama Romance,Richard Linklater
Sur le seuil,Horror Mystery Thriller,\u00c9ric Tessier
Jesus' Son,Comedy Drama Romance,Alison Maclean
Saving Face,Comedy Romance,Alice Wu
Brick Lane,Drama,Sarah Gavron
Robot & Frank,Science Fiction Comedy Drama Crime,Jake Schreier
My Life Without Me,Drama Romance,Isabel Coixet
The Spectacular Now,Comedy Drama Romance,James Ponsoldt
Religulous,Comedy Documentary,Larry Charles
Fuel,Documentary Drama,Joshua Tickell
Valley of the Heart's Delight,Drama,Tim Boxell
Eye of the Dolphin,Drama,Michael D. Sellers
8: The Mormon Proposition,Documentary,Reed Cowan
The Other End of the Line,Comedy Romance,James Dodson
Anatomie,Horror Thriller,Stefan Ruzowitzky
Sleep Dealer,Drama Science Fiction Thriller,Alex Rivera
Super,Comedy Action Drama,James Gunn
Christmas Mail,Comedy Family,John Murlowski
Stung,Comedy Horror,Benni Diez
Antibirth,Horror,Danny Perez
Get on the Bus,Drama,Spike Lee
Thr3e,Drama Horror Thriller,Robby Henson
Idiocracy,Adventure Comedy Science Fiction,Mike Judge
The Rise of the Krays,Crime,Zackary Adler
This Is England,Drama Crime,Shane Meadows
U.F.O.,Action Adventure Science Fiction,Dominic Burns
Bathing Beauty,Comedy Music,George Sidney
Go for It!,Drama Family,Carmen Marron
"Dancer, Texas Pop. 81",Comedy Drama Family,Tim McCanlies
Show Boat,Music Romance,George Sidney
Redemption Road,Drama,Mario Van Peebles
The Calling,Thriller,Jason Stone
The Brave Little Toaster,Fantasy Adventure Animation Comedy Family,Jerry Rees
Fantasia,Animation Family Music,David Hand
8 Days,Thriller Drama,Jaco Booyens
Friday the 13th Part III,Horror Thriller,Steve Miner
Friday the 13th: A New Beginning,Horror Thriller,Danny Steinmann
The Last Sin Eater,Drama,Michael Landon Jr.
Do You Believe?,Fantasy Drama,Jon Gunn
Impact Point,Thriller Romance,Hayley Cloake
The Valley of Decision,Drama,Tay Garnett
Eden,Thriller Drama,Shyam Madiraju
Chicken Tikka Masala,Comedy Romance Foreign,Harmage Singh Kalirai
There's Always Woodstock,Romance Comedy Music,Rita Merson
Jack Brooks: Monster Slayer,Action Comedy Horror,Jon Knautz
The Best Years of Our Lives,Drama History Romance,William Wyler
Bully,Crime Drama,Larry Clark
Elling,Comedy Drama,Petter N\u00e6ss
Mi America,Drama Crime,Robert Fontaine
[REC],Horror Mystery,Jaume Balaguer\u00f3
Lies in Plain Sight,Drama Mystery Thriller,Patricia Cardoso
Sharkskin,,
Containment,Thriller Horror Science Fiction,Neil Mcenery-West
The Timber,Adventure Drama Western,Anthony O'Brien
From Russia with Love,Action Thriller Adventure,Terence Young
The Toxic Avenger Part II,Comedy Horror Action,Lloyd Kaufman
Sleeper,Comedy Romance Science Fiction,Woody Allen
It Follows,Horror Thriller,David Robert Mitchell
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy,Woody Allen
To Kill a Mockingbird,Crime Drama,Robert Mulligan
Mad Max 2,Adventure Action Thriller Science Fiction,George Miller
醉拳二,Action Comedy,Liu Chia-Liang
Boys Don't Cry,Crime Drama,Kimberly Peirce
Silent House,Horror Mystery,Chris Kentis
Das Leben der Anderen,Drama Thriller,Florian Henckel von Donnersmarck
Courageous,Drama,Alex Kendrick
The Hustler,Drama,Robert Rossen
Boom Town,Adventure Drama Romance,Jack Conway
Les triplettes de Belleville,Adventure Animation Comedy Drama,Sylvain Chomet
Smoke Signals,Drama Comedy,Chris Eyre
American Splendor,Comedy Drama,Shari Springer Berman
Before Sunset,Drama Romance,Richard Linklater
Amores perros,Drama Thriller,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
Thirteen,Crime Drama,Catherine Hardwicke
Gentleman's Agreement,Drama Romance,Elia Kazan
Winter's Bone,Drama,Debra Granik
Touching the Void,Documentary Action Adventure,Kevin Macdonald
Alexander's Ragtime Band,Drama Music Romance,Henry King
Me and You and Everyone We Know,Comedy Drama,Miranda July
Inside Job,Documentary,Charles Ferguson
We Are Your Friends,Drama Music Romance,Max Joseph
Ghost Dog: The Way of the Samurai,Crime Drama,Jim Jarmusch
Harsh Times,Crime Drama Thriller Action,David Ayer
Captive,Crime Drama Thriller,Jerry Jameson
Full Frontal,Comedy Drama Romance,Steven Soderbergh
Witchboard,Horror,Kevin Tenney
Shortbus,Romance Drama Comedy,John Cameron Mitchell
Vals Im Bashir,Drama Animation War,Ari Folman
"The Book of Mormon Movie, Volume 1: The Journey",,
No End in Sight,Documentary,Charles Ferguson
The Diary of a Teenage Girl,Drama Romance,Marielle Heller
In the Shadow of the Moon,Documentary,David Sington
Meek's Cutoff,Drama Western,Kelly Reichardt
Inside Deep Throat,History Documentary,Fenton Bailey
Dinner Rush,Drama Action Thriller,Bob Giraldi
Clockwatchers,Comedy Drama,Jill Sprecher
The Virginity Hit,Comedy,Huck Botko
Subway,Action Thriller,Luc Besson
House of D,Comedy Drama,David Duchovny
Teeth,Comedy Horror,Mitchell Lichtenstein
Six-String Samurai,Action Adventure Science Fiction,Lance Mungia
Hum To Mohabbat Karega,,
It's All Gone Pete Tong,Drama Comedy Music,Michael Dowse
Saint John of Las Vegas,Comedy,Hue Rhodes
24 7: Twenty Four Seven,Comedy Drama Romance,Shane Meadows
Stonewall,Drama,Roland Emmerich
Roadside Romeo,Animation Family Foreign,
This Thing of Ours,Drama Action Thriller,Danny Provenzano
The Lost Medallion: The Adventures of Billy Stone,Adventure Family,Bill Muir
The Last Five Years,Comedy Drama Music Romance,Richard LaGravenese
The Missing Person,Comedy Drama Mystery Thriller,Noah Buschel
Return of the Living Dead 3,Comedy Science Fiction Romance Horror,Brian Yuzna
London,Drama Action Romance,Hunter Richards
Sherrybaby,Drama,Laurie Collyer
Circle,Horror Science Fiction,Aaron Hann
Eden Lake,Horror Thriller,James Watkins
Plush,Thriller,Catherine Hardwicke
Lesbian Vampire Killers,Horror Comedy,Phil Claydon
Jerusalema,Drama Action Crime Foreign,Ralph Ziman
Freeze Frame,Thriller Drama Crime,John Simpson
Grave Encounters,Thriller Horror,Colin Minihan
Stitches,Horror,Conor McMahon
Nine Dead,Crime Drama Horror Thriller,Chris Shadley
"To Be Frank, Sinatra at 100",Documentary,Simon Napier-Bell
Bananas,Comedy,Woody Allen
$upercapitalist,Thriller,Simon Yin
Rockaway,Action Adventure Drama,Jeff Crook
The Lady from Shanghai,Crime Drama Mystery,Orson Welles
No Man's Land: The Rise of Reeker,Horror Thriller,Dave Payne
Highway,Action Adventure Drama,James Cox
Small Apartments,Comedy Crime,Jonas \u00c5kerlund
Coffee Town,Comedy,Brad Copeland
The Ghastly Love of Johnny X,Comedy Fantasy Music,Paul Bunnell
All Is Bright,Comedy Drama,Phil Morrison
Die Schlangengrube und das Pendel,Mystery Horror History,Harald Reinl
Straight A's,Comedy Drama,James Cox
A Funny Thing Happened on the Way to the Forum,Comedy Music,Richard Lester
Slacker Uprising,Documentary,Michael Moore
The Legend of Hell's Gate: An American Conspiracy,Action Adventure History Western,Tanner Beard
Walking with the Dead,Science Fiction Comedy,Scott Dow
The Curse of Downers Grove,Thriller Mystery Horror Drama,Derick Martini
Shark Lake,Thriller,Jerry Dugan
River's Edge,Crime Drama,Tim Hunter
Northfork,Fantasy Drama Science Fiction,Michael Polish
The Marine 4: Moving Target,Thriller Action,William Kaufman
Buried,Drama Thriller Mystery,Rodrigo Cort\u00e9s
Submarine,Drama Comedy Romance,Richard Ayoade
The Square,Documentary Drama History,Jehane Noujaim
Chacun sa nuit,Drama,Jean-Marc Barr
एबीसीडी,Drama Music,Remo D'Souza
Man on Wire,Thriller Documentary Crime History,James Marsh
Abandoned,Drama Thriller,John Laing
Brotherly Love,Drama,Jamal Hill
The Last Exorcism,Horror Drama Thriller,Daniel Stamm
Nowhere Boy,Drama,Sam Taylor-Johnson
A Streetcar Named Desire,Drama,Elia Kazan
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama Comedy War,Stanley Kubrick
El Crimen del Padre Amaro,Drama Romance,Carlos Carrera
Beasts of the Southern Wild,Drama Fantasy,Benh Zeitlin
Battle for the Planet of the Apes,Action Science Fiction,J. Lee Thompson
Songcatcher,Drama Music,Maggie Greenwald
Higher Ground,Drama Thriller,Vera Farmiga
வாலு,Comedy Romance,Vijay Chandar
The Greatest Movie Ever Sold,Comedy Documentary,Morgan Spurlock
Ed and His Dead Mother,Comedy,Jonathan Wacks
Travellers and Magicians,Adventure Drama Foreign,Khyentse Norbu
Hang 'em High,Western,Ted Post
Deadline - U.S.A.,Crime Drama,Richard Brooks
Sublime,Horror Thriller,Tony Krantz
A Beginner's Guide to Snuff,Thriller Comedy Horror,Mitchell Altieri
Independence Daysaster,Action Science Fiction,W.D. Hogan
Dysfunctional Friends,Comedy Romance,Corey Grant
Lola rennt,Action Drama Thriller,Tom Tykwer
May,Drama Horror Thriller Romance,Lucky McKee
Against the Wild,Adventure Family,Richard Boddington
La misma luna,Drama,Patricia Riggen
Conquest of the Planet of the Apes,Action Science Fiction,J. Lee Thompson
In the Bedroom,Drama Thriller,Todd Field
I Spit on Your Grave,Thriller Crime Horror,Steven R. Monroe
"Happy, Texas",Comedy Crime,Mark Illsley
My Summer of Love,Drama Thriller Romance,Pawe\u0142 Pawlikowski
Dabba,Drama Romance,Ritesh Batra
Yes,Drama Romance,Sally Potter
You Can't Take It With You,Comedy Romance,Frank Capra
From Here to Eternity,War Drama Romance,Fred Zinnemann
She Wore a Yellow Ribbon,Western,John Ford
Grace Unplugged,Drama Music,Brad J. Silverman
Foolish,Comedy Drama,Dave Meyers
N-Secure,Drama Crime Thriller,David M. Matthews
سكر بنات,Drama Comedy Romance,Nadine Labaki
Out of the Dark,Thriller Horror,Llu\u00eds Qu\u00edlez
Ha-Buah,Drama Romance,Eytan Fox
The Conversation,Crime Drama Mystery,Francis Ford Coppola
दिल जो भी कहे,Romance,Romesh Sharma
La sirène du Mississipi,Crime Drama Romance,Fran\u00e7ois Truffaut
I Love Your Work,Drama Mystery,Adam Goldberg
Cabin Fever,Horror,Travis Zariwny
Waitress,Comedy,Adrienne Shelly
Bloodsport,Action,Newt Arnold
Mr. Smith Goes to Washington,Comedy Drama,Frank Capra
Kids,Drama Crime,Larry Clark
The Squid and the Whale,Comedy Drama,Noah Baumbach
Kissing Jessica Stein,Comedy,Charles Herman-Wurmfeld
Kickboxer: Vengeance,Action Drama,John Stockwell
Spellbound,Drama Mystery Thriller,Alfred Hitchcock
Exotica,Drama Mystery,Atom Egoyan
Buffalo '66,Romance Comedy Crime Drama,Vincent Gallo
Insidious,Horror Thriller,James Wan
Repo Man,Comedy Crime Science Fiction Thriller,Alex Cox
Nueve Reinas,Crime Drama Thriller,Fabi\u00e1n Bielinsky
The Gatekeepers,Documentary,Dror Moreh
The Ballad of Jack and Rose,Drama,Rebecca Miller
The To Do List,Comedy Romance,Maggie Carey
Killing Zoe,Action Crime Drama Thriller,Roger Avary
The Believer,Drama,Henry Bean
Snow Angels,Drama Romance,David Gordon Green
Unsullied,Thriller Action Horror,Simeon Rice
Session 9,Horror Mystery,Brad Anderson
I Want Someone to Eat Cheese With,Comedy Romance,Jeff Garlin
Mooz-lum,Drama,Qasim Basir
Hatchet,Comedy Horror,Adam Green
Modern Times,Drama Comedy,Charlie Chaplin
Stolen Summer,Drama Family Comedy,Pete Jones
My Name Is Bruce,Comedy Horror,Bruce Campbell
The Salon,Comedy,Mark Brown
Road Hard,Comedy,Adam Carolla
Forty Shades of Blue,Drama Romance,Ira Sachs
Amigo,Drama History War,John Sayles
Pontypool,Horror Mystery Science Fiction,Bruce McDonald
Trucker,Drama,James Mottern
Me You and Five Bucks,Romance Comedy Drama,
The Lords of Salem,Horror Thriller,Rob Zombie
Housebound,Horror Comedy Thriller,Gerard Johnstone
Wal-Mart: The High Cost of Low Price,Documentary,Robert Greenwald
Fetching Cody,Comedy Drama Fantasy Romance Science Fiction,David Ray
Last I Heard,Drama Comedy,David Rodriguez
Closer to the Moon,Comedy Drama,Nae Caranfil
Mutant World,Science Fiction,David Winning
Growing Up Smith,Comedy Family Drama,Frank Lotito
Checkmate,Thriller Action Crime,Timothy Woodward Jr.
#Horror,Drama Mystery Horror Thriller,Tara Subkoff
Wind Walkers,Action Horror Thriller,Russell Friedenberg
Snow White and the Seven Dwarfs,Fantasy Animation Family,David Hand
La niña santa,Drama Foreign,Lucrecia Martel
Shalako,Western,Edward Dmytryk
Incident at Loch Ness,Adventure Comedy Horror,Zak Penn
The Dog Lover,Drama,Alex Ranarivelo
GirlHouse,Horror Thriller,Jon Knautz
La chambre bleue,Drama Crime Thriller,Mathieu Amalric
House at the End of the Drive,Thriller Horror,David Worth
Batman,Family Adventure Comedy Science Fiction Crime,Leslie H. Martinson
"Lock, Stock and Two Smoking Barrels",Comedy Crime,Guy Ritchie
The Ballad of Gregorio Cortez,Western,Robert M. Young
Festen,Drama,Thomas Vinterberg
Trees Lounge,Comedy Drama,Steve Buscemi
Vượt Sóng,Drama,Ham Tran
The Basket,Drama,Rich Cowan
Eddie: The Sleepwalking Cannibal,Horror Comedy,Boris Rodriguez
Kurmanjan Datka. Queen of the Mountains,Drama Action,Sadyk Sher-Niyaz
Def-Con 4,Science Fiction,Paul Donovan
The Hebrew Hammer,Action Comedy,Jonathan Kesselman
Neal 'n' Nikki,Comedy Romance,Arjun Sablok
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Comedy,Craig Moss
Forget Me Not,Drama Horror Romance,Tyler Oliver
Rebecca,Drama Mystery,Alfred Hitchcock
Friday the 13th Part 2,Horror Thriller,Steve Miner
The Lost Weekend,Drama,Billy Wilder
C.H.U.D.,Horror Science Fiction,Douglas Cheek
Filly Brown,Drama,Michael D. Olmos
The Lion of Judah,Adventure Animation Comedy Family,Deryck Broom
Niagara,Crime Drama Thriller,Henry Hathaway
How Green Was My Valley,Drama,John Ford
Da Sweet Blood of Jesus,Thriller Comedy Romance,Spike Lee
"Sex, Lies, and Videotape",Drama,Steven Soderbergh
Saw,Horror Mystery Crime,James Wan
Super Troopers,Comedy Crime Mystery,Jay Chandrasekhar
The Algerian,,Giovanni Zelko
Los insólitos peces gato,Comedy Drama,Claudia Sainte-Luce
Monsoon Wedding,Comedy Drama Romance,Mira Nair
You Can Count on Me,Drama Romance,Kenneth Lonergan
The Trouble with Harry,Comedy Mystery Thriller,Alfred Hitchcock
But I'm a Cheerleader,Comedy,Jamie Babbit
Home Run,Drama,David Boyd
Reservoir Dogs,Crime Thriller,Quentin Tarantino
The Blue Bird,Drama Family Fantasy,Walter Lang
"Il buono, il brutto, il cattivo",Western,Sergio Leone
Que Horas Ela Volta?,Drama,Anna Muylaert
Blue Like Jazz,Drama Comedy,Steve Taylor
Down & Out With The Dolls,Comedy Music,
"Pink Ribbons, Inc.",Documentary,L\u00e9a Pool
Certifiably Jonathan,Comedy,James David Pasternak
Q,Drama Romance,Laurent Bouhnik
La Navaja De Don Juan,Drama Comedy,Tom Sanchez
Grand Theft Parsons,Crime Comedy Drama Adventure,David Caffrey
Extreme Movie,Comedy,Adam Jay Epstein
The Charge of the Light Brigade,Action Adventure Drama War,Michael Curtiz
Below Zero,Thriller Horror,Justin Thomas Ostensen
Crowsnest,,
Airborne,Action Adventure Comedy,Rob Bowman
Cotton Comes to Harlem,Action Adventure,Ossie Davis
The Wicked Within,Horror,Jay Alaimo
Bleeding Hearts,Horror,Dylan Bank
Waiting...,Comedy,Rob McKittrick
Dead Man's Shoes,Drama Thriller Crime,Shane Meadows
From a Whisper to a Scream,Comedy Horror,Jeff Burr
Sex With Strangers,Documentary,
Dracula: Pages from a Virgin's Diary,Horror,Guy Maddin
Faith Like Potatoes,Drama,Regardt van den Bergh
Beyond the Black Rainbow,Fantasy Science Fiction Horror,Panos Cosmatos
Serbuan maut,Action Thriller Crime,Gareth Evans
The Dead Undead,Horror Science Fiction Action,Matthew R. Anderson
The Vatican Exorcisms,Horror Documentary Mystery,Joe Marino
Casablanca,Drama Romance,Michael Curtiz
Lake Mungo,Horror Thriller,Joel Anderson
Rocket Singh: Salesman of the Year,Drama Comedy Romance,Shimit Amin
Silent Running,Adventure Drama Science Fiction,Douglas Trumbull
Rocky,Drama,John G. Avildsen
The Sleepwalker,Drama,Mona Lerche
Tom Jones,Adventure Comedy History Romance,Tony Richardson
Unfriended,Horror Thriller,Levan Gabriadze
Taxi Driver,Crime Drama,Martin Scorsese
The Howling,Drama Horror,Joe Dante
Dr. No,Adventure Action Thriller,Terence Young
Chernobyl Diaries,Horror Thriller,Bradley Parker
Hellraiser,Horror,Clive Barker
God's Not Dead 2,Drama,Harold Cronk
Cry_Wolf,Horror Thriller,Jeff Wadlow
Gojira ni-sen mireniamu,Adventure Horror Action Science Fiction,Takao Okawara
Blue Valentine,Drama Romance,Derek Cianfrance
Transamerica,Drama,Duncan Tucker
The Devil Inside,Thriller Horror,William Brent Bell
Beyond the Valley of the Dolls,Comedy Drama Thriller,Russ Meyer
Love Me Tender,Drama Action Western Music Romance,Robert D. Webb
An Inconvenient Truth,Documentary,Davis Guggenheim
Sands of Iwo Jima,Action Drama History War,Allan Dwan
Shine a Light,Documentary Music,Martin Scorsese
The Green Inferno,Action Adventure Horror Thriller,Eli Roth
Departure,Drama Romance Family,Andrew Steggall
The Sessions,Drama Romance Comedy,Ben Lewin
"Food, Inc.",Documentary,Robert Kenner
October Baby,Drama,Andrew Erwin
Next Stop Wonderland,Comedy Drama Romance,Brad Anderson
The Skeleton Twins,Drama,Craig Johnson
Martha Marcy May Marlene,Drama Thriller,Sean Durkin
Obvious Child,Comedy Romance,Gillian Robespierre
Frozen River,Drama,Courtney Hunt
20 Feet from Stardom,Documentary Music,Morgan Neville
